year,month,day,hour,minute,value,tides
2024,11,1,10,43,0.59,h
2024,11,1,14,39,0.44,l
2024,11,1,21,47,1,h
2024,11,2,5,37,0.05,l
2024,11,2,11,41,0.52,h
2024,11,2,14,31,0.46,l
2024,11,2,22,7,1.09,h
2024,11,3,6,20,-0.03,l
2024,11,3,22,28,1.16,h
2024,11,4,7,3,-0.09,l
2024,11,4,22,50,1.21,h
2024,11,5,7,48,-0.12,l
2024,11,5,23,16,1.24,h
2024,11,6,8,37,-0.15,l
2024,11,6,23,50,1.24,h
2024,11,7,9,33,-0.17,l
2024,11,8,0,33,1.22,h
2024,11,8,10,36,-0.09,l
2024,11,9,1,29,1.17,h
2024,11,9,11,36,-0.17,l
2024,11,10,2,42,1.09,h
2024,11,10,12,34,-0.13,l
2024,11,11,4,19,0.98,h
2024,11,11,13,18,-0.06,l
2024,11,11,21,20,0.58,h
2024,11,11,23,0,0.57,l
2024,11,12,5,55,0.87,h
2024,11,12,13,51,0.06,l
2024,11,12,20,33,0.64,h
2024,11,13,1,36,0.41,l
2024,11,13,7,27,0.74,h
2024,11,13,14,12,0.2,l
2024,11,13,20,34,0.77,h
2024,11,14,2,58,0.2,l
2024,11,14,9,3,0.63,h
2024,11,14,14,20,0.32,l
2024,11,14,20,48,0.94,h
2024,11,15,4,4,-0.01,l
2024,11,15,10,34,0.52,h
2024,11,15,14,7,0.41,h
2024,11,16,5,5,-0.18,l
2024,11,16,12,15,0.44,h
2024,11,16,13,30,0.43,l
2024,11,16,21,42,1.24,h
2024,11,17,6,3,-0.3,l
2024,11,17,22,15,1.33,h
2024,11,18,7,0,-0.36,l
2024,11,18,22,52,1.36,h
2024,11,19,7,58,-0.36,l
2024,11,19,22,52,1.36,h
2024,11,20,8,56,-0.33,l
2024,11,21,0,15,1.27,h
2024,11,21,9,52,0.27,l
2024,11,22,1,2,1.17,h
2024,11,22,10,45,0.2,l
2024,11,23,1,53,1.04,h
2024,11,23,11,33,-0.12,l
2024,11,24,2,45,0.9,h
2024,11,24,12,12,-0.03,l
2024,11,25,4,12,0.76,h
2024,11,25,12,40,0.07,l
2024,11,25,20,43,0.61,h
2024,11,26,1,18,0.52,l
2024,11,26,5,41,0.62,h
2024,11,26,12,57,0.17,l
2024,11,26,20,18,0.68,h
2024,11,27,2,48,0.36,l
2024,11,27,7,17,0.5,h
2024,11,27,13,0,0.26,l
2024,11,27,20,16,0.77,h
2024,11,28,3,41,0.19,l
2024,11,28,8,49,0.42,h
2024,11,28,12,48,0.32,l
2024,11,28,20,25,0.89,h
2024,11,29,4,24,0.04,l
2024,11,29,10,15,0.37,h
2024,11,29,12,33,0.35,l
2024,11,29,20,42,1,h
2024,11,30,5,3,-0.09,l
2024,11,30,21,3,1.1,h
2024,12,1,5,40,-0.2,l
2024,12,1,21,27,1.18,h
2024,12,2,6,18,-0.27,l
2024,12,2,21,54,1.24,h
2024,12,3,6,56,-0.31,l
2024,12,3,21,54,1.24,h
2024,12,4,7,36,-0.33,l
2024,12,4,22,59,1.28,h
2024,12,5,8,21,-0.33,l
2024,12,5,23,40,1.25,h
2024,12,6,9,9,-0.31,l
2024,12,7,0,28,1.19,h
2024,12,7,10,0,-0.26,l
2024,12,8,1,24,1.07,h
2024,12,8,10,49,-0.19,l
2024,12,9,2,31,0.92,h
2024,12,9,11,33,-0.08,l
2024,12,10,3,57,0.72,h
2024,12,10,12,3,0.05,l
2024,12,10,19,13,0.59,h
2024,12,11,0,42,0.38,l
2024,12,11,5,45,0.53,h
2024,12,11,12,16,0.18,l
2024,12,11,19,18,0.74,h
2024,12,12,2,25,0.16,l
2024,12,12,8,2,0.38,h
2024,12,12,12,3,0.27,l
2024,12,12,19,36,0.91,h
2024,12,13,3,33,-0.07,l
2024,12,13,20,4,1.08,h
2024,12,14,4,29,-0.26,l
2024,12,14,20,37,1.22,h
2024,12,15,5,20,-0.39,l
2024,12,15,21,14,1.31,h
2024,12,16,6,9,-0.47,l
2024,12,16,21,54,1.35,h
2024,12,17,6,57,-0.48,l
2024,12,17,22,36,1.34,h
2024,12,18,7,43,-0.44,l
2024,12,18,23,18,1.28,h
2024,12,19,8,27,-0.37,l
2024,12,20,0,3,1.19,h
2024,12,20,9,9,-0.28,l
2024,12,21,0,3,1.19,h
2024,12,21,9,9,-0.28,l
2024,12,22,1,30,0.92,h
2024,12,22,10,20,-0.09,l
2024,12,23,2,14,0.75,h
2024,12,23,10,43,0.02,l
2024,12,23,20,3,0.51,h
2024,12,23,22,34,0.5,l
2024,12,24,3,5,0.57,h
2024,12,24,10,52,0.11,l
2024,12,24,18,54,0.59,h
2024,12,25,1,42,0.36,l
2024,12,25,4,41,0.39,h
2024,12,25,10,47,0.19,l
2024,12,25,18,54,0.59,h
2024,12,26,3,3,0.18,l
2024,12,26,7,22,0.25,h
2024,12,26,10,17,0.23,l
2024,12,26,19,7,0.81,h
2024,12,27,3,3,0.18,l
2024,12,27,7,22,0.25,h
2024,12,28,4,24,-0.14,l
2024,12,28,19,54,1.04,h
2024,12,29,4,57,-0.26,l
2024,12,29,20,24,1.14,h
2024,12,30,5,30,-0.35,l
2024,12,30,20,58,1.22,h
2024,12,31,6,4,-0.41,l
2024,12,31,21,36,1.27,h
